"map_id","subject_id","real_score","best_score","err_ratio","order_1_to_30","block_1_to_5"
4,18,7837.64302956288,7028,0.115202480017485,22,4
5,18,8563.38307037775,6999,0.223515226514896,27,5
6,18,8326.23004041914,6866,0.212675508362823,20,4
7,18,9053.05611429492,7239,0.250594849329317,4,1
8,18,7690.45463574768,7095,0.0839259528890324,15,3
9,18,8017.93329340757,7026,0.141180371962364,9,2
10,18,8422.31706244653,7208,0.168467960938752,30,5
11,18,7655.60421557805,6836,0.119895291921891,28,5
12,18,9056.57865340636,7115,0.272885264006516,10,2
13,18,8646.56662916319,7002,0.234870983885059,17,3
14,18,8488.07611868617,7658,0.108393329679573,25,5
15,18,8451.55935824405,7254,0.165089517265515,18,3
16,18,8346.65514634214,7047,0.184426727166473,12,2
17,18,8392.77842451139,6706,0.251532720625021,21,4
18,18,8403.56696417075,7314,0.148970052525397,16,3
19,18,7372.73772296619,6795,0.0850239474563926,11,2
20,18,8466.20573739144,6890,0.228767160724446,24,4
21,18,9389.65784338,7291,0.287842249812097,6,1
22,18,7786.22131539004,6778,0.14874908754648,5,1
23,18,8743.6783928987,7520,0.16272319054504,2,1
24,18,8613.4131757695,6780,0.270414922679868,3,1
25,18,8287.5992600107,7378,0.123285342912808,1,1
26,18,8041.31738075375,6960,0.155361692637033,8,2
27,18,8453.3344127477,7159,0.180798213821441,14,3
28,18,8360.63516638335,7292,0.146548980579175,29,5
29,18,8847.20556669217,7397,0.196053206258235,13,3
30,18,9693.83353003173,7311,0.325924433050436,23,4
1,19,8900.39342855208,7646,0.164058779564751,7,2
2,19,7009.90898089188,6476,0.0824442527627976,6,1
3,19,7850.04876937231,7172,0.0945411000240254,20,4
4,19,8303.86493930514,7028,0.181540258865274,30,5
5,19,7662.81294979251,6999,0.0948439705375782,9,2
6,19,7698.93106931857,6866,0.121312419067662,12,2
7,19,8446.67449034286,7239,0.16682891149922,23,4
8,19,7661.58250595165,7095,0.0798565899861385,19,4
9,19,8322.29289596862,7026,0.184499415879394,2,1
10,19,8202.77043112346,7208,0.138009216304587,15,3
11,19,7689.54859689175,6836,0.124860824589197,21,4
12,19,9755.4976429986,7115,0.371117026422853,4,1
13,19,8312.50578161214,7002,0.187161636905476,28,5
14,19,8692.75787959048,7658,0.135121164741509,26,5
15,19,7846.61825941549,7254,0.081695376263508,25,5
16,19,7994.83285860207,7047,0.134501611835117,16,3
17,19,8019.62371965731,6706,0.195887819811708,24,4
18,19,7712.65581353485,7314,0.0545058536416251,17,3
19,19,7265.04322905508,6795,0.0691748681464427,1,1
20,19,7580.31124959067,6890,0.100190311987035,27,5
21,19,8266.1132313029,7291,0.133742042422562,5,1
22,19,7093.33858185363,6778,0.0465238391640056,13,3
23,19,8539.3394424373,7520,0.135550457770918,11,2
24,19,7781.13383594918,6780,0.147659857809613,8,2
25,19,8442.54770877759,7378,0.144286759118676,14,3
26,19,7666.5850822487,6960,0.101520845150675,22,4
27,19,8227.63358217413,7159,0.149271348257317,18,3
28,19,8580.79650208827,7292,0.176741154976449,3,1
29,19,7833.03393568129,7397,0.0589474024173711,10,2
30,19,8086.80467864992,7311,0.106114714628631,29,5
1,20,8502.25930717349,7646,0.111987876951804,19,4
2,20,7294.24145036688,6476,0.1263498224779,29,5
3,20,8301.94268616215,7172,0.157549175426959,10,2
4,20,7981.41690673498,7028,0.135659776143281,12,2
5,20,8000.88593504932,6999,0.143147011723006,24,4
6,20,8815.69492055567,6866,0.283963722772454,14,3
7,20,8345.19797111773,7239,0.152810881491606,23,4
8,20,7813.05534693419,7095,0.101205827615813,11,2
9,20,8566.83688401597,7026,0.219304993455162,5,1
10,20,9290.41380476272,7208,0.28890313606586,17,3
11,20,8187.13869950181,6836,0.197650482665567,15,3
12,20,8662.45173621067,7115,0.217491459762568,21,4
13,20,9077.54319830266,7002,0.296421479334855,27,5
14,20,9018.59730010664,7658,0.17767005747018,9,2
15,20,8062.26464144163,7254,0.111423303203975,4,1
16,20,10224.2714917825,7047,0.45086866635199,7,2
17,20,8039.66821430127,6706,0.198876858678984,1,1
18,20,8403.8715298658,7314,0.149011693993137,28,5
19,20,8398.72395647875,6795,0.236015298966703,3,1
20,20,8812.30604632122,6890,0.27899942617144,8,2
21,20,8153.06996130715,7291,0.118237547840783,13,3
22,20,7977.20829022831,6778,0.176926569818282,20,4
23,20,8842.7488010614,7520,0.175897446949654,26,5
24,20,8379.94355206542,6780,0.235979874935902,2,1
25,20,8827.64313604382,7378,0.196481856335568,16,3
26,20,7974.35044495594,6960,0.145740006459187,30,5
27,20,8156.59406398436,7159,0.139348241931046,22,4
28,20,8774.07567589833,7292,0.203246801412277,6,1
29,20,8561.37141665029,7397,0.157411304130092,18,3
30,20,9073.62796439925,7311,0.241092595322015,25,5
1,21,10733.7738453175,7646,0.403841727088342,27,5
2,21,9813.75822717446,6476,0.515404296969496,1,1
3,21,8774.41650517359,7172,0.223426729667261,7,2
4,21,9122.42287695318,7028,0.298011223243196,2,1
5,21,9319.49017209145,6999,0.331545959721596,30,5
6,21,8801.71406892413,6866,0.28192747872475,25,5
7,21,10540.3276962811,7239,0.456047478419819,26,5
8,21,9099.57066368247,7095,0.282532863098304,28,5
9,21,9183.18084819474,7026,0.307028301764125,14,3
10,21,9281.36785588687,7208,0.287648148707945,23,4
11,21,8951.62581323599,6836,0.309483003691632,11,2
12,21,10239.708630893,7115,0.439171979043285,10,2
13,21,8966.41463052748,7002,0.280550504217006,21,4
14,21,10608.0834480193,7658,0.385228969446235,29,5
15,21,7935.52783694372,7254,0.0939520039900357,12,2
16,21,10377.1287543429,7047,0.472559777826439,13,3
17,21,9283.7954188632,6706,0.384401344894602,18,3
18,21,11498.1980213882,7314,0.57208067013784,24,4
19,21,8813.02067824214,6795,0.2969861189466,15,3
20,21,9045.68447341662,6890,0.31287147654813,6,1
21,21,8925.52078549719,7291,0.224183347345658,8,2
22,21,9290.94286638156,6778,0.370749906518378,3,1
23,21,10373.9843993415,7520,0.379519202040089,20,4
24,21,8693.58812113046,6780,0.28224013585995,5,1
25,21,9748.20510677875,7378,0.321253064079526,17,3
26,21,7850.0857873109,6960,0.127885888981451,16,3
27,21,10861.8810131793,7159,0.517234392118906,9,2
28,21,9297.27046400631,7292,0.274995949534602,19,4
29,21,9124.97800205014,7397,0.233605245646903,4,1
30,21,10333.1252662805,7311,0.413366880902823,22,4
1,22,9491.36036316603,7646,0.241349772844105,28,5
2,22,8110.8838567859,6476,0.252452726495661,22,4
3,22,9210.69780691077,7172,0.284257920651251,10,2
4,22,9178.86251783022,7028,0.306041906350344,30,5
5,22,8791.60041625575,6999,0.256122362659772,19,4
6,22,9014.88522040469,6866,0.312974835479856,24,4
7,22,10065.1749994751,7239,0.390409586887015,21,4
8,22,10424.7627289571,7095,0.469311166872033,29,5
9,22,8148.36583408543,7026,0.159744639067098,23,4
10,22,9097.36394858317,7208,0.262120414620306,1,1
11,22,7538.4810702155,6836,0.10276200559033,13,3
12,22,9773.95791649672,7115,0.373711583485133,26,5
13,22,8677.58505560437,7002,0.239300921965776,7,2
14,22,9279.64159135124,7658,0.211757846872714,9,2
15,22,8653.66087204296,7254,0.192950216713946,17,3
16,22,9304.91757098766,7047,0.320408339859182,5,1
17,22,8914.58052084342,6706,0.329343948828426,11,2
18,22,11093.1262806979,7314,0.516697604689354,15,3
19,22,9655.49093160887,6795,0.420969967860025,27,5
20,22,8173.07900543835,6890,0.18622336798815,20,4
21,22,9512.58125706233,7291,0.304701859424267,12,2
22,22,8940.10950974903,6778,0.318989305067724,2,1
23,22,10728.0969035815,7520,0.426608630795412,6,1
24,22,7829.90364282921,6780,0.154853044665076,16,3
25,22,10361.335048547,7378,0.404355522980073,4,1
26,22,9514.84116122344,6960,0.367074879486127,18,3
27,22,8824.72504954602,7159,0.232675659944968,3,1
28,22,8840.07363483233,7292,0.212297536318202,8,2
29,22,8487.68352338491,7397,0.147449442123145,14,3
30,22,8869.88915632429,7311,0.213225161581766,25,5
1,23,8615.93433298997,7646,0.126855131178389,23,4
2,23,8062.98774576144,6476,0.245056785942163,5,1
3,23,7695.96943069697,7172,0.0730576451055456,18,3
4,23,8738.09509386392,7028,0.243325995142846,1,1
5,23,8207.07459992046,6999,0.172606743809181,25,5
6,23,7520.09141620444,6866,0.095265280542447,9,2
7,23,7980.96305868812,7239,0.102495242255577,8,2
8,23,7480.432365328,7095,0.0543245053316413,27,5
9,23,8074.26358450824,7026,0.149197777470572,12,2
10,23,8329.53490750427,7208,0.155595852872401,4,1
11,23,7486.4024400057,6836,0.0951437156240052,11,2
12,23,7968.41652826045,7115,0.119946103761131,19,4
13,23,8187.92308407443,7002,0.169369192241421,6,1
14,23,9012.13722121536,7658,0.176826484880564,16,3
15,23,7848.04276413863,7254,0.0818917513287332,14,3
16,23,7936.69128770883,7047,0.12625106963372,29,5
17,23,8893.27755730146,6706,0.32616724683887,10,2
18,23,8978.60598215056,7314,0.227591739424468,28,5
19,23,7579.01396893943,6795,0.115381010881447,15,3
20,23,7541.74763632619,6890,0.0945932708746289,22,4
21,23,8001.05423923943,7291,0.0973877711204818,13,3
22,23,8649.08098021622,6778,0.276052077340842,20,4
23,23,9939.83920693647,7520,0.321787128581977,3,1
24,23,7894.73464974145,6780,0.16441514007986,30,5
25,23,8013.34743487166,7378,0.0861137753959963,17,3
26,23,7544.40957556135,6960,0.0839668930404245,26,5
27,23,8043.64368877933,7159,0.123570846316431,21,4
28,23,9782.02619952598,7292,0.341473697137408,24,4
29,23,8604.92585768,7397,0.163299426481006,2,1
30,23,8501.23926016544,7311,0.162801157183072,7,2
1,24,9238.07039226942,7646,0.208222651356189,19,4
2,24,7376.88291009094,6476,0.139111011440849,30,5
3,24,10014.0257693332,7172,0.396266839003508,13,3
4,24,7482.99199064251,7028,0.0647398962211885,10,2
5,24,8092.37815852483,6999,0.156219196817378,24,4
6,24,7743.00037704366,6866,0.127730902569715,16,3
7,24,8314.30941125803,7239,0.148543916460565,12,2
8,24,7710.20831691743,7095,0.0867101221870932,15,3
9,24,8126.56800264456,7026,0.156642186542066,28,5
10,24,8753.48804572662,7208,0.214412880927666,2,1
11,24,8044.02214587737,6836,0.176714766804764,11,2
12,24,8380.13330924247,7115,0.177812130603299,23,4
13,24,8495.081621541,7002,0.213236449805913,1,1
14,24,8575.11282903331,7658,0.11975879198659,27,5
15,24,8603.27271151811,7254,0.186003958025656,26,5
16,24,8461.43249286344,7047,0.200714132661195,17,3
17,24,7940.83515598681,6706,0.184138854158487,20,4
18,24,8170.14608052365,7314,0.117055794438563,21,4
19,24,7807.57857750799,6795,0.149018186535393,25,5
20,24,7316.01475087518,6890,0.0618308782112022,6,1
21,24,8680.39917899332,7291,0.19056359607644,4,1
22,24,7383.18029799476,6778,0.0892859690166361,22,4
23,24,8693.61664522515,7520,0.156066043248026,8,2
24,24,7704.39384525682,6780,0.136341275111626,5,1
25,24,8697.46115668186,7378,0.17883723999483,29,5
26,24,7832.61393249576,6960,0.125375565013758,3,1
27,24,7630.03842040955,7159,0.0657966783642333,18,3
28,24,8797.96786031768,7292,0.20652329406441,7,2
29,24,7851.99681791116,7397,0.0615109933636827,9,2
30,24,8204.00918311645,7311,0.122145969513944,14,3
1,25,9240.16762863141,7646,0.208496943320874,21,4
2,25,8341.20919796807,6476,0.288018714942568,12,2
3,25,8001.39548941185,7172,0.115643542862779,29,5
4,25,8063.50389854338,7028,0.147339769286195,28,5
5,25,7738.85623738921,6999,0.105708849462667,16,3
6,25,7839.32822779257,6866,0.141760592454496,11,2
7,25,8556.84987145589,7239,0.182048607743596,30,5
8,25,7894.60213647165,7095,0.112699384985433,20,4
9,25,8350.50142188731,7026,0.188514292896002,3,1
10,25,8638.65649865639,7208,0.198481756195392,26,5
11,25,7811.55669674848,6836,0.142708703444774,8,2
12,25,8602.12721575859,7115,0.20901296075314,10,2
13,25,8485.76591865063,7002,0.211906015231452,23,4
14,25,8646.01156618266,7658,0.129016919062765,24,4
15,25,9096.57626996782,7254,0.254008308515002,1,1
16,25,7967.78781776783,7047,0.130663802719999,4,1
17,25,8790.2160701611,6706,0.310798698204757,14,3
18,25,8290.51569409428,7314,0.133513220412124,13,3
19,25,8063.17931938416,6795,0.186634189754843,2,1
20,25,8380.8076186754,6890,0.216372658733731,19,4
21,25,8921.93018292509,7291,0.223690876824179,25,5
22,25,7454.17339584414,6778,0.0997600170911975,27,5
23,25,8707.73613721379,7520,0.157943635267791,22,4
24,25,8008.48186643324,6780,0.181192015698118,7,2
25,25,9563.26923546504,7378,0.296187210011526,17,3
26,25,7461.85526444029,6960,0.0721056414425702,18,3
27,25,8566.90534470971,7159,0.196662291480614,9,2
28,25,8708.27822227338,7292,0.19422356312032,6,1
29,25,8815.40163410532,7397,0.191753634460636,15,3
30,25,8638.81456902845,7311,0.181618734650314,5,1
1,26,9514.72241648741,7646,0.244405233649936,25,5
2,26,8254.5482270398,6476,0.274636847906085,29,5
3,26,9214.76905431645,7172,0.284825579240999,27,5
4,26,8535.18779835361,7028,0.214454723727037,3,1
5,26,7710.8780263409,6999,0.101711391104571,14,3
6,26,8908.60711602679,6866,0.297495938832915,5,1
7,26,9150.69911917056,7239,0.264083315260472,20,4
8,26,8127.82240340075,7095,0.145570458548378,1,1
9,26,10282.8991354449,7026,0.463549549593632,19,4
10,26,8841.56788523178,7208,0.226632614488315,7,2
11,26,9415.80800274299,6836,0.377385606018576,13,3
12,26,8990.10958686464,7115,0.263543160486949,9,2
13,26,9294.36988586146,7002,0.327387872873673,18,3
14,26,9283.57712006298,7658,0.212271757647294,28,5
15,26,9429.06176530493,7254,0.299843088682786,10,2
16,26,9315.06155419899,7047,0.321847815268765,15,3
17,26,8488.1021632827,6706,0.265747414745407,11,2
18,26,9168.79914908908,7314,0.253595727247618,17,3
19,26,10278.2731671123,6795,0.512622982650811,26,5
20,26,9483.53259973996,6890,0.376419825796801,22,4
21,26,9660.10599691807,7291,0.324935673696073,8,2
22,26,7462.20386626555,6778,0.100944801750597,23,4
23,26,8878.29852174448,7520,0.180624803423468,12,2
24,26,9131.60037018167,6780,0.346843712416176,16,3
25,26,10546.1048665479,7378,0.429398870499855,30,5
26,26,8208.59278672403,6960,0.179395515333912,6,1
27,26,11194.9954234282,7159,0.563765249815371,21,4
28,26,10729.7810316036,7292,0.471445561108562,2,1
29,26,9508.85354617169,7397,0.285501358141367,24,4
30,26,9122.27368072002,7311,0.247746365848724,4,1
1,27,8444.30748337104,7646,0.104408512080962,12,2
2,27,7552.83149673928,6476,0.166280342300692,24,4
3,27,8922.30667131649,7172,0.244047221321317,6,1
4,27,8503.75137759482,7028,0.209981698576383,19,4
5,27,7564.55765901241,6999,0.0808054949296205,21,4
6,27,7844.8303339236,6866,0.142561947847888,20,4
7,27,8767.48923545474,7239,0.211146461590654,17,3
8,27,7860.63171877936,7095,0.107911447326195,1,1
9,27,8193.20273256928,7026,0.166126207311312,10,2
10,27,8236.71242260395,7208,0.142718149639838,26,5
11,27,7740.26471060802,6836,0.132279799679348,23,4
12,27,8588.29402052521,7115,0.207068730924133,18,3
13,27,7604.20198647425,7002,0.086004282558447,14,3
14,27,8168.86596292445,7658,0.0667101022361515,25,5
15,27,8051.56619436815,7254,0.109948469033381,5,1
16,27,8053.32483601755,7047,0.142801878248552,11,2
17,27,7417.40957334118,6706,0.106085531366117,22,4
18,27,8314.7928310654,7314,0.136832489891359,15,3
19,27,7417.00615552533,6795,0.0915388014018152,27,5
20,27,8309.28739154727,6890,0.205992364520649,4,1
21,27,8072.17167890026,7291,0.107141911795399,3,1
22,27,7736.71363365912,6778,0.141444914968888,30,5
23,27,8548.97395759506,7520,0.136831643297215,13,3
24,27,7816.97541053428,6780,0.152946225742519,16,3
25,27,7926.23851474566,7378,0.074307199070976,28,5
26,27,7956.92971886316,6960,0.143237028572293,7,2
27,27,7582.25105092985,7159,0.0591215324668047,2,1
28,27,9032.74387583,7292,0.238719675785793,29,5
29,27,8133.24935758575,7397,0.0995335078526086,8,2
30,27,8654.28345177467,7311,0.18373457143683,9,2
1,28,9615.57834383052,7646,0.257595912088741,27,5
2,28,7676.59357373599,6476,0.185391225098206,1,1
3,28,7859.19554385945,7172,0.0958164450445415,29,5
4,28,8142.83298644182,7028,0.158627345822684,15,3
5,28,7706.37225692187,6999,0.10106761779138,17,3
6,28,7557.59423771003,6866,0.100727386791441,3,1
7,28,8841.03329504332,7239,0.221305884105998,26,5
8,28,7923.418050511,7095,0.116760824596335,16,3
9,28,7984.72945535738,7026,0.136454519692197,21,4
10,28,8277.23144171818,7208,0.148339545188427,6,1
11,28,7631.51942966532,6836,0.116372064023599,12,2
12,28,8526.30592865733,7115,0.198356420050222,14,3
13,28,7933.58212173726,7002,0.133045147348937,2,1
14,28,8144.16173899494,7658,0.0634841654472373,7,2
15,28,7717.78492838506,7254,0.0639350604335616,11,2
16,28,7653.88409694996,7047,0.0861194972257639,18,3
17,28,7291.66919107198,6706,0.0873351015615843,13,3
18,28,7964.76569529482,7314,0.0889753480031207,22,4
19,28,7511.86276368798,6795,0.105498567135832,19,4
20,28,7307.5856313451,6890,0.06060749366402,20,4
21,28,7724.50945945065,7291,0.0594581620423324,25,5
22,28,7583.82035823302,6778,0.118887630308797,23,4
23,28,8259.65819247504,7520,0.0983588021908299,10,2
24,28,7369.19646758119,6780,0.086902133861532,4,1
25,28,7962.77215738597,7378,0.0792588990764393,8,2
26,28,7760.61733449049,6960,0.115031226219898,5,1
27,28,7932.41244163285,7159,0.10803358592441,28,5
28,28,7946.05342925604,7292,0.08969465568514,24,4
29,28,8247.5223360502,7397,0.114982065168338,30,5
30,28,7953.05268775955,7311,0.0878200913362809,9,2
1,29,9232.95365790037,7646,0.207553447279672,10,2
2,29,7949.99376838718,6476,0.227608673314882,20,4
3,29,7861.24617411135,7172,0.0961023667193736,28,5
4,29,7801.95142661129,7028,0.110123993541732,11,2
5,29,7645.26463439982,6999,0.0923367101585683,26,5
6,29,8166.12946637305,6866,0.189357626911309,24,4
7,29,8331.48973425488,7239,0.150917217054134,13,3
8,29,8707.36132458036,7095,0.227253181759035,21,4
9,29,8120.31927592993,7026,0.155752814678327,1,1
10,29,8585.06094081462,7208,0.191046190457078,16,3
11,29,8020.60592465019,6836,0.173289339474867,9,2
12,29,8115.01532403746,7115,0.140550291502102,12,2
13,29,8716.86749009425,7002,0.244911095414775,30,5
14,29,9206.709327457,7658,0.202234176998825,15,3
15,29,8191.06277249195,7254,0.129178766541487,29,5
16,29,8166.49778334964,7047,0.158861612508819,4,1
17,29,7874.42482691887,6706,0.17423573321188,23,4
18,29,8042.12764601422,7314,0.0995525903765686,22,4
19,29,7769.03494528156,6795,0.143345834478523,6,1
20,29,10287.0301767709,6890,0.493037761505207,5,1
21,29,8342.12609413496,7291,0.144167616806331,18,3
22,29,8057.68951095211,6778,0.188800458977885,14,3
23,29,8691.35223766755,7520,0.155764925221749,3,1
24,29,7722.07048016678,6780,0.13894844840218,27,5
25,29,7928.09960642402,7378,0.0745594478753072,2,1
26,29,7447.21292192543,6960,0.070001856598482,25,5
27,29,7883.72693667657,7159,0.101232984589547,7,2
28,29,8670.87352105889,7292,0.189094010019047,17,3
29,29,8381.27850448145,7397,0.133064553803089,19,4
30,29,8903.33737522448,7311,0.21780021545951,8,2
1,30,8635.64241949242,7646,0.129432699384309,4,1
2,30,7980.84791465507,6476,0.232373056617521,15,3
3,30,9546.21416490671,7172,0.331039342569256,12,2
4,30,9166.28508441856,7028,0.304252288619601,7,2
5,30,8523.82962368243,6999,0.217863926801318,1,1
6,30,11793.0198821572,6866,0.717596836900261,26,5
7,30,8221.14716503606,7239,0.135674425339972,6,1
8,30,8801.98042223351,7095,0.24058920679824,29,5
9,30,8733.22157577791,7026,0.24298627608567,30,5
10,30,21018.0285020197,7208,1.91593070227799,9,2
11,30,9205.35057899746,6836,0.346598972937018,24,4
12,30,9878.53022428111,7115,0.388409026603107,22,4
13,30,8824.82814723679,7002,0.26032964113636,13,3
14,30,10479.0061388835,7658,0.368373744957368,28,5
15,30,8104.32846170656,7254,0.117222010160816,16,3
16,30,10747.218604823,7047,0.52507713989258,11,2
17,30,7390.46001408952,6706,0.102066807946544,3,1
18,30,8852.34741402596,7314,0.210329151493842,10,2
19,30,10722.8668357702,6795,0.578052514462141,27,5
20,30,9721.45659005508,6890,0.410951609587094,17,3
21,30,10260.6743834913,7291,0.407306869221142,23,4
22,30,11815.0529364872,6778,0.743147379239779,2,1
23,30,10883.4884853205,7520,0.447272404962838,8,2
24,30,8241.17007491323,6780,0.215511810459178,18,3
25,30,8894.24594990523,7378,0.205509074262026,5,1
26,30,9138.30287154864,6960,0.312974550509862,14,3
27,30,8335.8947650724,7159,0.16439373726392,21,4
28,30,9505.98998674218,7292,0.303619032740287,25,5
29,30,9133.90654489098,7397,0.234812294834525,19,4
30,30,8217.07271738914,7311,0.123932802269065,20,4
